n_qubits,n_layers,n_params,ansatz_type,entangle_pattern,entangler_gate,cost_global,n_entanglers,depth_ratio,grad_mean,grad_var,log_grad_var,samples
10,5,50,0,0,1,0,45,0.5,0.016329344698896343,0.1399407746421639,-0.8540557263801016,200
5,7,35,0,1,0,0,35,1.4,0.0008082503176228784,0.08727196467026171,-1.059125247066976,200
11,3,33,1,2,0,0,165,0.2727272727272727,-0.001440690112250022,0.0008886284778545192,-3.0512797730477734,200
8,1,8,1,2,1,0,28,0.125,0.020227628726540957,0.5307259117764006,-0.2751297081746654,200
11,2,22,0,0,1,0,20,0.18181818181818182,0.04791091378227142,0.37444873894298647,-0.42660762767869326,200
6,14,84,0,0,1,0,70,2.3333333333333335,-0.001329947866098473,0.01772467043107555,-1.751421831253271,200
6,5,30,1,1,0,0,30,0.8333333333333334,0.02179154372961416,0.04400083173373073,-1.3565391141057295,200
2,11,22,1,1,0,1,22,5.5,-0.027200341490746092,0.079838204277663,-1.097789239770189,200
5,5,25,0,2,1,0,50,1.0,-0.007479801025303487,0.08480013425913471,-1.071603460149475,200
9,1,9,1,1,0,1,9,0.1111111111111111,-0.006732700597638611,0.006905680399861077,-2.1607935250002623,200
5,8,40,0,2,0,1,80,1.6,-0.00625635734432597,0.03735574624237825,-1.4276425834226916,200
7,2,14,1,1,0,1,14,0.2857142857142857,2.474691458698164e-19,2.059403406988231e-33,-18.0,200
2,9,18,0,0,1,0,9,4.5,0.07407937135019545,0.26566823353278024,-0.575660371920914,200
2,19,38,0,0,1,1,19,9.5,0.021840147218413354,0.20126566897637305,-0.6962302988603233,200
7,4,28,1,2,0,0,84,0.5714285714285714,0.006950398154654619,0.002881222592381151,-2.5404231884712196,200
2,9,18,0,0,0,1,9,4.5,0.02162326566096521,0.2291298675494975,-0.6399182959416396,200
10,11,110,0,0,1,0,99,1.1,-0.012980008454485405,0.015170931591960453,-1.818987749943296,200
8,9,72,1,2,0,0,252,1.125,-0.0014057787915486254,0.0015534564901388754,-2.80870090614072,200
5,6,30,0,0,1,0,24,1.2,-0.00913136062122078,0.11790615457642752,-0.928463524601107,200
9,15,135,1,1,1,0,135,1.6666666666666667,-0.00014305644742829623,0.0008047549965668322,-3.094336318184235,200
11,20,220,0,1,0,1,220,1.8181818181818181,0.0018311197988811288,0.0006629808443799027,-3.1784990195594625,200
7,1,7,1,0,1,0,6,0.14285714285714285,0.014805427043130941,0.5091334950367842,-0.29316833051887026,200
12,6,72,0,2,1,1,396,0.5,-2.012279232133096e-18,1.0359961604531433e-33,-18.0,200
3,9,27,0,1,0,1,27,3.0,0.013137001688586936,0.10344719308430396,-0.9852812888990319,200
8,4,32,1,0,1,1,28,0.5,-8.42831663835919e-19,7.508108598325057e-34,-18.0,200
7,3,21,0,0,1,1,18,0.42857142857142855,0.0025595143241365853,0.008565587752090898,-2.0672428313287106,200
4,11,44,0,1,0,0,44,2.75,0.018525825058247077,0.0802614738023773,-1.0954928697907764,200
9,16,144,0,1,1,1,144,1.7777777777777777,0.000630947544214991,0.0019304885053976733,-2.71433277992816,200
9,16,144,0,1,1,1,144,1.7777777777777777,0.00588453873686521,0.0020506110845047764,-2.688116699392483,200
8,19,152,0,1,1,0,152,2.375,-0.0007974897649108498,0.004453842961977822,-2.3512650998185527,200
5,1,5,1,1,0,0,5,0.2,-0.08431413696936811,0.49776330949950287,-0.3029771187140888,200
2,10,20,1,2,1,0,10,5.0,0.003754408752322824,0.11790657589818512,-0.9284619727110622,200
9,3,27,1,2,0,0,108,0.3333333333333333,-0.015080426084651316,0.11565415657481648,-0.9368387542027672,200
3,17,51,0,2,0,1,51,5.666666666666667,0.042572302427825386,0.12200736418457833,-0.9136139551596445,200
6,10,60,0,2,1,0,150,1.6666666666666667,-0.0037280556421773027,0.021051575063191646,-1.6767154050224975,200
8,18,144,1,2,1,0,504,2.25,-0.004270509682641559,0.0037505538283694705,-2.4259045971135387,200
9,10,90,0,1,1,0,90,1.1111111111111112,-0.00047650638516620017,0.0020908331088425026,-2.6796806313628116,200
9,15,135,0,1,0,0,135,1.6666666666666667,0.005573239177845102,0.009918022754081485,-2.003574899678636,200
9,7,63,0,1,1,0,63,0.7777777777777778,0.0015312013949544206,0.0017916539354988952,-2.7467458721388414,200
4,1,4,0,2,0,1,6,0.25,-0.025761686656624674,0.06648287327569337,-1.1772902193561159,200
2,9,18,1,1,0,0,18,4.5,-0.05484149558405318,0.27256636767086173,-0.5645277333732046,200
5,20,100,1,0,1,1,80,4.0,-0.0006838294635996812,0.012948267149923764,-1.8877883487704812,200
4,2,8,1,0,0,0,6,0.5,2.7755575615628915e-18,9.267574892391378e-33,-18.0,200
10,8,80,0,0,0,0,72,0.8,0.0015769196712705669,0.14638220596228627,-0.8345117123627693,200
10,16,160,0,2,1,1,720,1.6,2.1716569514884655e-18,6.955411722964492e-34,-18.0,200
7,11,77,1,0,1,1,66,1.5714285714285714,0.01068588847048542,0.0035111386079287876,-2.4545520257125397,200
9,15,135,0,1,0,0,135,1.6666666666666667,-0.010024535465903452,0.009524975380690089,-2.021136138176675,200
10,15,150,0,2,1,0,675,1.5,-0.0010516906417507954,0.0010510608134417674,-2.978372155353191,200
3,11,33,0,1,1,1,33,3.6666666666666665,-0.025732623296590828,0.10375732247641047,-0.9839812440242443,200
8,15,120,1,1,1,0,120,1.875,0.0008943391559650374,0.001842959335479947,-2.7344842472939503,200
4,10,40,0,1,0,0,40,2.5,-0.024095138106370186,0.08271128282505721,-1.0824352433563658,200
7,14,98,1,0,1,1,84,2.0,0.0010673549343884804,0.004111875425198381,-2.3859600513494703,200
6,16,96,0,2,0,0,240,2.6666666666666665,-0.003278993970467137,0.0129837900580117,-1.886598515469577,200
2,1,2,0,0,0,1,1,0.5,0.016651330952516835,0.24865960889620162,-0.604394753765492,200
12,12,144,0,1,0,1,144,1.0,-0.0004801646151120098,0.00031406613049858345,-3.50297889623659,200
3,10,30,0,2,0,0,30,3.3333333333333335,0.008637357797838613,0.1268897898174566,-0.8965733219898733,200
3,7,21,0,0,0,1,14,2.3333333333333335,-0.0006729703964564803,0.09745955423334596,-1.0111755793536654,200
7,20,140,0,2,1,1,420,2.857142857142857,0.007783191694603944,0.0031976230640707493,-2.495172732222766,200
6,1,6,1,1,1,0,6,0.16666666666666666,4.714111045966973e-18,1.6142195182497442e-33,-18.0,200
12,15,180,1,0,0,0,165,1.25,-0.007246688190131815,0.042649854666174665,-1.370082444397652,200
2,5,10,1,1,0,0,10,2.5,-0.003193706172725126,0.11724947329370039,-0.9308890995395596,200
4,12,48,1,0,0,1,36,3.0,0.0039673681196795325,0.02440426667054341,-1.6125342380267764,200
8,3,24,1,1,0,1,24,0.375,0.005686143061405298,0.0022536291420753524,-2.6471175500475375,200
9,20,180,1,0,0,1,160,2.2222222222222223,0.0005547791224163478,0.0007040638196363744,-3.15238797259127,200
2,7,14,1,0,0,0,7,3.5,-0.005462083736926564,0.28189196141320116,-0.5499173085330299,200
10,9,90,0,1,1,0,90,0.9,-0.0010093742479476363,0.0009219507908549626,-3.035292258805898,200
9,4,36,1,1,0,0,36,0.4444444444444444,-0.01669106720522342,0.08698565732938938,-1.060552350326264,200
4,14,56,1,0,1,1,42,3.5,-0.008307306079968123,0.020018232840426968,-1.6985742635962244,200
9,15,135,1,2,0,1,540,1.6666666666666667,0.0013110008184072234,0.0010909098917961408,-2.9622111202749597,200
8,17,136,1,0,0,1,119,2.125,0.0012908478126719167,0.0019528523391911605,-2.709330593731538,200
12,5,60,1,2,0,0,330,0.4166666666666667,0.00679148564867245,0.0016845551433699018,-2.773514767960222,200
3,13,39,0,1,1,1,39,4.333333333333333,-0.013597424396325613,0.10208785846011588,-0.9910259064667253,200
12,16,192,0,0,0,1,176,1.3333333333333333,0.0007032589524549784,0.00033655472715497965,-3.472944305083747,200
4,18,72,1,1,0,0,72,4.5,-0.003274809773961762,0.04699256165614317,-1.3279708800929382,200
9,9,81,1,0,0,0,72,1.0,0.006630700303700934,0.09110438114964793,-1.0404607375893975,200
10,17,170,1,0,0,1,153,1.7,-0.0007377780745761929,0.0003813936752500458,-3.4186265132480096,200
9,1,9,1,1,1,1,9,0.1111111111111111,-6.938893903907229e-19,7.466108170660168e-33,-18.0,200
8,3,24,1,1,0,0,24,0.375,0.014469954266592852,0.21008205744439643,-0.6776110379588384,200
4,12,48,0,0,0,1,36,3.0,-0.016199860266722568,0.05824315724498568,-1.2347550908222458,200
6,18,108,0,2,0,1,270,3.0,-0.006550065019342098,0.014147359537363156,-1.8493246092817262,200
3,14,42,0,0,0,0,28,4.666666666666667,-0.038655110405824755,0.13592809786134802,-0.8666907604505254,200
10,12,120,1,1,0,1,120,1.2,-0.0022208090503703305,0.00045347431761601757,-3.343447304047069,200
7,4,28,1,1,1,0,28,0.5714285714285714,0.002775936033983499,0.0036496620367935883,-2.437747349886325,200
4,4,16,0,0,1,1,12,1.0,0.005786067104471183,0.03630881036523999,-1.4399879802326747,200
11,4,44,0,2,0,0,220,0.36363636363636365,0.00883436082384908,0.07417727191709182,-1.1297291431446421,200
4,9,36,0,0,0,1,27,2.25,-0.0036099049226992275,0.06584161594039611,-1.181499518844009,200
8,13,104,1,2,1,0,364,1.625,0.007490942472252064,0.003358268592166325,-2.473884572214982,200
3,1,3,0,1,1,0,3,0.3333333333333333,2.0816681711721684e-18,1.2860397203645768e-33,-18.0,200
5,17,85,0,2,0,1,170,3.4,0.0033290589704468086,0.03069408760295815,-1.5129452717115994,200
8,3,24,1,2,1,1,84,0.375,-3.549677912717542e-18,3.999910256637655e-33,-18.0,200
2,2,4,0,1,1,1,4,1.0,0.0005526244425196358,0.3779996612055173,-0.42250858941314573,200
5,17,85,1,2,1,0,170,3.4,-0.006679023250296576,0.012876020361248013,-1.890218345222626,200
6,20,120,1,2,1,1,300,3.3333333333333335,0.007913231723856952,0.007089867566039785,-2.1493618770701506,200
9,7,63,0,1,0,1,63,0.7777777777777778,0.004499657494566315,0.002064849215280028,-2.6851116570161935,200
8,2,16,1,2,1,0,56,0.25,2.1649348980190553e-17,1.0655477047514595e-32,-18.0,200
6,16,96,0,1,1,0,96,2.6666666666666665,-0.0039987462250486595,0.01531067868818554,-1.8150055575707789,200
6,16,96,0,0,1,0,80,2.6666666666666665,0.0045357095093872726,0.013346123944175408,-1.874644846215242,200
11,10,110,1,2,0,1,550,0.9090909090909091,-0.0015906740128057107,0.0003196939602859504,-3.4952655684178993,200
7,18,126,0,0,0,1,108,2.5714285714285716,0.0024554515650557344,0.007891666308448383,-2.102831286757833,200
8,6,48,0,0,0,1,42,0.75,0.0026993634187829994,0.00911134555162215,-2.0404174822483725,200
7,16,112,1,2,1,0,336,2.2857142857142856,-0.0013488077380526045,0.004529861200439996,-2.3439151050084726,200
9,12,108,1,2,1,1,432,1.3333333333333333,3.803381221079149e-18,7.414843639506684e-34,-18.0,200
5,4,20,1,0,0,1,16,0.8,-0.006866980802231771,0.007789700296040374,-2.108479251220856,200
3,20,60,0,2,0,0,60,6.666666666666667,-0.011304594817289635,0.11911351843331046,-0.9240389467638777,200
10,11,110,1,2,0,0,495,1.1,0.0016839431922364772,0.00197762794343756,-2.7038554100646803,200
10,17,170,0,0,1,1,153,1.7,-0.002393150138067717,0.0009895361056212722,-3.004568354882536,200
3,4,12,1,1,0,0,12,1.3333333333333333,-0.00033336997035970375,0.14474372465464425,-0.839400255973153,200
9,13,117,1,1,0,0,117,1.4444444444444444,0.02480874849188351,0.031971016945911174,-1.4952435493093756,200
3,7,21,1,1,1,0,21,2.3333333333333335,-0.0037737318129745156,0.04237260174043886,-1.3729148688565558,200
11,3,33,1,0,1,1,30,0.2727272727272727,-0.003677509726060665,0.001909206155826561,-2.719147174013945,200
2,17,34,0,1,1,1,34,8.5,0.012655502704076546,0.21024183348929276,-0.6772808646830494,200
7,12,84,0,0,1,1,72,1.7142857142857142,-0.004822171476278523,0.0068324882602807495,-2.165421105848206,200
9,15,135,0,1,0,1,135,1.6666666666666667,-0.002958043307765424,0.002179641259262385,-2.661614979763898,200
4,11,44,1,2,1,1,66,2.75,-0.001440285770591817,0.02620280457196207,-1.5816522222321212,200
11,1,11,1,2,0,1,55,0.09090909090909091,0.006173506995611443,0.0035265070636199512,-2.4526552419234218,200
9,2,18,0,0,1,1,16,0.2222222222222222,-0.0013326447915553202,0.004620810532613739,-2.3352818385203107,200
10,9,90,0,0,0,1,81,0.9,-0.00223405425872557,0.0016270913331140292,-2.7885880682345294,200
3,1,3,0,2,0,1,3,0.3333333333333333,-0.03723305400484179,0.11674810470937322,-0.9327501610482913,200
9,7,63,0,1,1,1,63,0.7777777777777778,7.053009532396196e-05,0.001678807184312972,-2.774999180930166,200
10,7,70,1,2,0,0,315,0.7,0.0030226132606073243,0.0011880686875679724,-2.925158450121317,200
6,1,6,0,1,0,0,6,0.16666666666666666,-0.023006513972843,0.5014156185043135,-0.2998021424069285,200
6,13,78,1,1,0,1,78,2.1666666666666665,-0.008698662025960724,0.008243142511496914,-2.0839071917950567,200
8,1,8,0,1,1,0,8,0.125,-2.7755575615628914e-19,2.5960765278362184e-33,-18.0,200
7,10,70,0,0,0,1,60,1.4285714285714286,-0.009271576057947418,0.010914020493889008,-1.962015235052181,200
12,16,192,1,2,0,1,1056,1.3333333333333333,-0.0017142231554556236,0.00016163548873392012,-3.7914632792718646,200
7,15,105,1,1,1,1,105,2.142857142857143,0.0054326197955877845,0.0033127631563526004,-2.479809612583479,200
11,16,176,1,2,0,0,880,1.4545454545454546,0.0035004172503399116,0.0006072809305548952,-3.2166103560992543,200
3,11,33,1,0,1,1,22,3.6666666666666665,0.009353159387253153,0.04700786656381453,-1.3278294586732209,200
11,7,77,1,0,1,0,70,0.6363636363636364,-0.00849675757077721,0.023834070057636544,-1.6228017884281825,200
8,15,120,0,2,0,0,420,1.875,0.004132880946110999,0.00459797434488196,-2.337433456274065,200
10,4,40,0,1,1,0,40,0.4,0.003386283687831424,0.001347611071568372,-2.870435429643056,200
2,18,36,1,0,0,1,18,9.0,-0.010956447537784767,0.09598299968115813,-1.017805681527817,200
5,12,60,0,1,1,1,60,2.4,-0.0001237607894204862,0.03008031114518557,-1.5217176757952129,200
12,1,12,0,1,0,1,12,0.08333333333333333,-0.0003401062028236697,0.00011838589799249566,-3.9267000272482004,200
4,8,32,1,2,0,0,48,2.0,0.01223925843137057,0.07723018132196263,-1.1122129455185445,200
4,10,40,1,1,1,0,40,2.5,0.013757418794468755,0.035359235499689265,-1.4514971334173246,200
2,2,4,0,2,0,1,2,1.0,0.07277272614677628,0.3343759786485784,-0.4757649295436897,200
8,10,80,1,2,0,0,280,1.25,0.00037299870958161285,0.00992403518531134,-2.0033117046215665,200
4,5,20,1,2,1,0,30,1.25,-0.02215725957004195,0.06330596546311863,-1.1985553635111812,200
6,6,36,0,1,0,0,36,1.0,-0.0003954821838376843,0.07965792556034787,-1.0987710076106556,200
9,8,72,1,1,1,0,72,0.8888888888888888,0.00027797996282649467,0.0005793895359039912,-3.2370293526603766,200
10,19,190,1,2,1,0,855,1.9,0.00382043029498452,0.0011947855796097739,-2.9227100277265095,200
8,2,16,0,2,1,0,56,0.25,-0.028586693637024863,0.27850366150886396,-0.5551690907500657,200
7,8,56,1,0,0,0,48,1.1428571428571428,-0.014153454270694471,0.0785017556894797,-1.1051206301626912,200
3,3,9,1,0,1,1,6,1.0,-0.02570441090047456,0.049130387314247875,-1.3086498121367518,200
2,9,18,1,0,1,1,9,4.5,-4.597017211338539e-18,1.3726456302348557e-32,-18.0,200
6,7,42,1,1,1,0,42,1.1666666666666667,0.001060094757240864,0.006372409050324338,-2.1956963542461634,200
2,12,24,1,2,0,1,12,6.0,-0.03607156311944817,0.07831088480553956,-1.1061778690731123,200
5,19,95,0,2,1,1,190,3.8,-0.011143409006991472,0.025903319341944342,-1.5866445803387481,200
6,1,6,0,1,0,1,6,0.16666666666666666,-0.004786654827340047,0.013730801680293045,-1.8623041055044385,200
5,10,50,0,2,0,1,100,2.0,0.003663812899928022,0.03409962133250357,-1.4672504437088887,200
12,15,180,0,0,0,0,165,1.25,0.02420046098185577,0.09552183280136455,-1.0198973532176092,200
5,11,55,0,2,1,0,110,2.2,-0.010599600091370807,0.029822840151270444,-1.525450999270387,200
7,19,133,1,0,1,1,114,2.7142857142857144,0.00021546295887262757,0.004097567560834933,-2.387473877036069,200
11,8,88,0,1,0,1,88,0.7272727272727273,0.0012404933031773023,0.00042614274819544675,-3.370444897683658,200
12,6,72,1,2,0,1,396,0.5,0.0037270474296234525,0.000943826239578591,-3.0251079528822618,200
12,20,240,1,2,1,1,1320,1.6666666666666667,3.209238430557093e-19,1.478987996215893e-34,-18.0,200
5,15,75,0,2,1,0,150,3.0,0.0009041866405918508,0.028640984787126466,-1.5430120533941396,200
6,16,96,0,1,0,0,96,2.6666666666666665,-0.011069502939206277,0.022655300287667827,-1.6448301770331146,200
10,4,40,0,2,0,0,180,0.4,-0.0014278438035936463,0.08017665468802529,-1.0959520683254573,200
9,4,36,0,2,1,0,144,0.4444444444444444,0.018466276010357125,0.06757547676363211,-1.1702108815510397,200
3,12,36,0,2,0,0,36,4.0,0.017566808173841198,0.1159832785772721,-0.9356046189203361,200
11,18,198,1,1,1,0,198,1.6363636363636365,-0.0009162045189777896,0.0001954309023126199,-3.7090067628141474,200
4,8,32,1,0,1,1,24,2.0,0.005107798366324423,0.03520600029042996,-1.4533833117791168,200
11,11,121,1,1,0,0,121,1.0,0.025994123697839138,0.11554968860756114,-0.93723122055441,200
11,5,55,0,2,0,1,275,0.45454545454545453,-0.001407927354841791,0.001306699584962469,-2.8838242468414417,200
9,15,135,0,2,1,0,540,1.6666666666666667,-0.007411197588421903,0.0024142148301183755,-2.617224086606656,200
12,2,24,0,1,1,1,24,0.16666666666666666,0.003177179576353066,0.0008229960646622841,-3.084602241457889,200
4,19,76,1,1,1,0,76,4.75,0.0064321649559989395,0.026040872190951463,-1.5843444739681345,200
8,13,104,1,2,0,1,364,1.625,0.003525746952491645,0.0019650641499846825,-2.7066232674108908,200
12,19,228,1,0,0,0,209,1.5833333333333333,-0.009445882680474497,0.04688301584648684,-1.3289844592049846,200
11,2,22,0,1,0,0,22,0.18181818181818182,0.07379727496291355,0.2855717623586573,-0.5442847382757958,200
3,6,18,1,0,1,1,12,2.0,0.032338585434477284,0.05890606713093522,-1.2298399720076798,200
5,4,20,1,1,0,1,20,0.8,-3.13768108717305e-18,1.967105000640607e-33,-18.0,200
10,10,100,1,0,0,0,90,1.0,-0.008840177182852644,0.07373646578320903,-1.1323176821304113,200
7,17,119,1,2,1,1,357,2.4285714285714284,-0.0008322416041045889,0.001834134264358912,-2.7365688757892843,200
2,16,32,1,2,1,1,16,8.0,0.03826653342489731,0.12359088998724095,-0.9080135403643871,200
11,15,165,0,0,0,0,150,1.3636363636363635,0.011412534256220274,0.08946851842958647,-1.0483297543766354,200
5,9,45,1,1,1,1,45,1.8,0.004860971659892374,0.018038205987531426,-1.743806657950338,200
9,4,36,0,1,1,1,36,0.4444444444444444,-0.0043702914831774044,0.0022300854477019837,-2.6516784962547484,200
3,16,48,0,2,0,1,48,5.333333333333333,-0.020983916793869378,0.11617174992578257,-0.9348994687009765,200
12,20,240,1,0,0,0,220,1.6666666666666667,-0.02802778023982179,0.04791670921334669,-1.3195130157347563,200
6,8,48,0,0,1,0,40,1.3333333333333333,0.022958755703336626,0.05323047832772027,-1.273839631250576,200
9,5,45,1,2,1,0,180,0.5555555555555556,0.006720872451135871,0.027264295715780536,-1.5644057164147431,200
5,7,35,1,1,0,0,35,1.4,-0.009848655941195604,0.04736290840121859,-1.3245616368633018,200
2,2,4,0,2,0,1,2,1.0,-0.028661100207545854,0.3294370382719927,-0.4822275751332572,200
8,12,96,0,0,1,0,84,1.5,-0.021090092300113415,0.01465349531159082,-1.8340587702943278,200
10,2,20,0,0,1,0,18,0.2,-0.1295146214437165,0.34623965864784895,-0.46062318907332767,200
7,19,133,1,0,1,0,114,2.7142857142857144,0.003007432786120849,0.004221941190074938,-2.374487820531873,200
12,15,180,0,0,1,0,165,1.25,0.0024899807213335386,0.0036477842773027496,-2.4379708528949426,200
6,9,54,1,1,0,1,54,1.5,0.00426904298241411,0.005985257201159122,-2.222917182159145,200
12,20,240,1,0,1,0,220,1.6666666666666667,-0.0011053727495159218,0.00034171486182044825,-3.4663361325086632,200
12,4,48,0,2,0,0,264,0.3333333333333333,-0.017934573590677256,0.06317032846746479,-1.199486864893877,200
7,6,42,1,2,1,0,126,0.8571428571428571,0.006897996662614726,0.02079527552759939,-1.682035321063736,200
9,14,126,1,1,1,1,126,1.5555555555555556,-0.0003726624968262694,0.0008132960294446426,-3.0897513479439085,200
9,6,54,1,0,0,0,48,0.6666666666666666,0.005060717819554703,0.07939598242418593,-1.100201473078586,200
5,20,100,0,2,0,1,200,4.0,0.0008172178659501128,0.029650681497630026,-1.5279653202673813,200
11,9,99,0,2,0,0,495,0.8181818181818182,0.0012605636769143069,0.0046860134513944445,-2.3291964690770848,200
2,8,16,1,0,1,0,8,4.0,-0.01853992835301299,0.08274905990185172,-1.0822369314707625,200
11,4,44,1,2,0,0,220,0.36363636363636365,-0.003254351748002322,0.07410339919914075,-1.1301618700291662,200
4,12,48,1,0,0,1,36,3.0,0.013728157208335107,0.022703929491600196,-1.6438989706117824,200
11,13,143,0,2,0,1,715,1.1818181818181819,0.002433243828414452,0.00044975818399607735,-3.347020925298701,200
2,18,36,1,2,1,1,18,9.0,0.011993251941293824,0.0650415154653939,-1.1868093482474678,200
9,11,99,0,0,1,0,88,1.2222222222222223,0.0023922576740181174,0.01675060728036305,-1.7759694433298365,200
11,4,44,0,1,1,1,44,0.36363636363636365,0.0011154891828122297,0.0006154347136308714,-3.2108180109921243,200
11,17,187,1,2,0,0,935,1.5454545454545454,0.0009094911503070842,0.0002697006485229683,-3.569118009240072,200
11,2,22,0,0,0,0,20,0.18181818181818182,0.08417725263422145,0.3962803667065323,-0.4019974437955923,200
5,7,35,0,0,0,0,28,1.4,0.038425741851731816,0.13928957691657184,-0.8560813807546422,200
9,9,81,1,2,1,0,324,1.0,0.0044331643186074155,0.0009924249641085287,-3.0033023197341513,200
3,6,18,0,0,1,1,12,2.0,0.035769452814058245,0.09422648984480646,-1.0258269870567804,200
5,19,95,1,1,0,0,95,3.8,-0.013970899265789509,0.01705058016905927,-1.7682608389627297,200
5,1,5,0,0,1,1,4,0.2,0.0038129241629733523,0.13380811123288322,-0.8735175595359734,200
10,4,40,0,1,0,0,40,0.4,0.011090895772480796,0.15240941689547668,-0.816988198485955,200
9,3,27,1,0,0,0,24,0.3333333333333333,0.04843746135040692,0.4972310742027259,-0.3034417381698298,200
2,20,40,0,0,0,0,20,10.0,0.03396714926620495,0.21093675347277827,-0.6758477424997336,200
10,15,150,1,1,0,1,150,1.5,0.0011486332585456149,0.0004126238762677098,-3.384445645409641,200
7,5,35,0,1,1,1,35,0.7142857142857143,0.006148403714907438,0.00771734979931115,-2.112531814319483,200
9,18,162,0,0,0,1,144,2.0,-0.008457774766781983,0.002507218189855469,-2.600807870059754,200
6,10,60,0,1,1,0,60,1.6666666666666667,-0.002719349066894221,0.012831309912855384,-1.8917290054422358,200
3,3,9,0,0,0,1,6,1.0,0.013943099906411977,0.07839227505071883,-1.1057267315520432,200
7,2,14,0,1,1,0,14,0.2857142857142857,4.260914537868032e-18,1.1930523572922147e-33,-18.0,200
2,13,26,0,1,1,1,26,6.5,0.009437705812998375,0.2131043756197948,-0.6714076329323377,200
4,3,12,0,1,1,1,12,0.75,0.009293203608659982,0.09744107342693077,-1.0112579404252293,200
12,2,24,1,1,0,0,24,0.16666666666666666,3.469446951953614e-18,3.473896137188477e-33,-18.0,200
7,19,133,0,0,1,1,114,2.7142857142857144,-0.002985819458696082,0.008305773286262634,-2.0806199275325317,200
9,1,9,1,0,1,1,8,0.1111111111111111,-3.43908929112402e-18,2.5691632931515433e-33,-18.0,200
7,6,42,1,1,1,0,42,0.8571428571428571,-0.0008238881843403542,0.0024229199433880634,-2.6156609353132536,200
6,4,24,1,0,0,1,20,0.6666666666666666,-0.014566411643359114,0.020728936551297403,-1.6834229777783136,200
4,3,12,1,2,1,0,18,0.75,0.016154763903393102,0.31339236232588996,-0.5039115919138214,200
9,15,135,0,2,0,1,540,1.6666666666666667,-0.003379601452928398,0.0019280444362693944,-2.7148829609911735,200
2,14,28,0,0,0,1,14,7.0,-0.0353817243422097,0.21004087613714373,-0.6776961788217863,200
8,11,88,0,2,1,0,308,1.375,-0.0005589989730257464,0.004548542441420151,-2.3421277486307774,200
6,14,84,1,2,0,1,210,2.3333333333333335,0.00961456694894678,0.007758050525412024,-2.110247396321914,200
10,7,70,1,2,0,1,315,0.7,-0.0023683475435046586,0.0015690119661184209,-2.8043737442400976,200
5,15,75,1,2,1,0,150,3.0,0.0008533803986169241,0.015299638114000879,-1.8153188415321537,200
8,2,16,1,2,0,0,56,0.25,-0.04998039439884654,0.28803036114968494,-0.5405617310435479,200
8,5,40,0,0,1,1,35,0.625,0.0003685386470554408,0.005105134294246829,-2.2919928289966154,200
11,14,154,1,2,0,0,770,1.2727272727272727,-0.009500914590092653,0.010281416785801285,-1.9879470351599,200
5,3,15,0,0,1,1,12,0.6,0.004018654734779261,0.029948158713939285,-1.5236298739410408,200
3,19,57,1,1,1,1,57,6.333333333333333,-0.012214613616291099,0.05371705286366304,-1.269887822514098,200
8,4,32,0,1,1,0,32,0.5,-0.004115328650530411,0.004232406987233956,-2.3734125773123296,200
6,18,108,1,1,0,0,108,3.0,-0.005212670342812958,0.02187469547185342,-1.6600579842857284,200
9,17,153,1,1,0,0,153,1.8888888888888888,-0.004365909108803603,0.00880855391766015,-2.0550953829759875,200
4,16,64,1,1,1,1,64,4.0,0.003613120824535999,0.02834756699976677,-1.5474842095724424,200
4,10,40,0,0,1,1,30,2.5,0.005459651455858808,0.05480531981769133,-1.261177283571587,200
8,8,64,1,2,1,0,224,1.0,-0.0027036538486906792,0.03228737998704785,-1.490967195098448,200
2,12,24,1,2,1,0,12,6.0,-0.011190924617781492,0.10970032001223701,-0.9597921055214971,200
11,5,55,1,0,1,0,50,0.45454545454545453,-0.011359452391206224,0.009686087017894777,-2.013851633656011,200
4,14,56,0,1,1,1,56,3.5,0.005366427696825799,0.06584908471074381,-1.181450257267663,200
4,15,60,1,1,0,1,60,3.75,-0.01514226714749213,0.02761262639970174,-1.558892283087287,200
10,6,60,0,1,0,1,60,0.6,0.0009509246655763419,0.0011271414388322513,-2.9480215832882335,200
6,11,66,0,0,0,1,55,1.8333333333333333,-0.0120851465466587,0.020624625168960253,-1.6856139355553192,200
8,14,112,0,2,1,1,392,1.75,1.5742615544489524e-18,2.4729397706214807e-33,-18.0,200
2,9,18,0,1,0,1,18,4.5,-0.061388107409343536,0.26254258278806675,-0.5808002466578835,200
2,19,38,0,0,1,0,19,9.5,-0.04777505277074111,0.22963577703492835,-0.6389604483367792,200
11,6,66,1,0,1,0,60,0.5454545454545454,-0.0067426440832451685,0.027658771899131372,-1.5581671072806245,200
8,3,24,1,0,0,1,21,0.375,-0.007874905164867971,0.0031289998560546585,-2.5045944568329275,200
9,7,63,1,0,1,1,56,0.7777777777777778,0.0010242095825798647,0.0011006225601712957,-2.9583615894192032,200
9,14,126,1,0,1,1,112,1.5555555555555556,-0.0009137875627892535,0.0009347999143328203,-3.029281336079538,200
7,1,7,1,2,0,0,21,0.14285714285714285,0.025339249307670064,0.4895248470713615,-0.31022525958685304,200
5,8,40,1,2,1,0,80,1.6,0.001237982710745006,0.016104396871580075,-1.7930555353739068,200
7,18,126,1,1,1,0,126,2.5714285714285716,0.005870036038136212,0.004267136044729949,-2.369863510753613,200
